Total_Children,Total_Income,Education_Type,Family_Status,Total_Family_Members,Applicant_Age,Years_of_Working,Village,Total_Bad_Debt,Total_Good_Debt,Owned_Email
2,139500,Secondary / secondary special                     ,Married                                           ,4,48,16,Outeiro do Crasto (Arrifana),0,26,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,8,Moura Morta (Lavegadas),0,8,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,8,Sobreiro (Arrifana),0,41,0
1,180000,Secondary / secondary special                     ,Married                                           ,3,31,3,Algaça (Poiares (Santo André)),2,12,0
0,157500,Higher education                                  ,Married                                           ,2,33,3,Bogalhal (Poiares (Santo André)),0,27,1
0,157500,Higher education                                  ,Married                                           ,2,33,3,Venda (Poiares (Santo André)),1,30,1
0,157500,Higher education                                  ,Married                                           ,2,33,3,Crasto (Poiares (Santo André)),0,6,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,46,3,Boiça (São Miguel de Poiares),0,37,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,46,3,Vale de Vaz (Poiares (Santo André)),0,25,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,46,3,Couchel (Poiares (Santo André)),0,47,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,46,3,Soutelo (Arrifana),0,1,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,46,3,Vale de Viegas (Poiares (Santo André)),0,29,0
1,112500,Secondary / secondary special                     ,Married                                           ,3,39,3,Valeiro das Hortas (Poiares (Santo André)),0,13,0
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Vale da Clara (Poiares (Santo André)),0,61,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Terreiros de Além (Arrifana),0,8,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Póvoa da Abraveia (Poiares (Santo André)),7,45,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Olho Marinho (São Miguel de Poiares),0,9,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Ponte da Pedra (Poiares (Santo André)),0,9,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Vale de Afonso (Poiares (Santo André)),7,10,1
1,450000,Secondary / secondary special                     ,Single / not married                              ,1,50,2,Outeiro do Crasto (Arrifana),7,10,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Algaça (Poiares (Santo André)),0,15,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Vale de Viegas (Poiares (Santo André)),0,17,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Fonte Longa (São Miguel de Poiares),0,30,1
1,450000,Secondary / secondary special                     ,Married                                           ,3,50,2,Vale de Viegas (Poiares (Santo André)),0,18,1
1,270000,Secondary / secondary special                     ,Married                                           ,3,28,2,Pinheirais (Poiares (Santo André)),0,9,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,63,3,Algaça (Arrifana),4,37,1
0,112500,Secondary / secondary special                     ,Married                                           ,2,63,3,Olho Marinho (São Miguel de Poiares),1,24,1
0,112500,Secondary / secondary special                     ,Married                                           ,2,63,3,Lixosa (Arrifana),0,26,1
0,112500,Secondary / secondary special                     ,Married                                           ,2,63,3,Crasto (Poiares (Santo André)),0,19,1
0,112500,Secondary / secondary special                     ,Married                                           ,2,63,3,Sobreiro (Arrifana),0,27,1
1,360000,Secondary / secondary special                     ,Married                                           ,3,29,4,Ferreira (Poiares (Santo André)),0,2,0
1,360000,Secondary / secondary special                     ,Married                                           ,3,29,4,Terreiros de Além (Arrifana),0,36,0
1,360000,Secondary / secondary special                     ,Married                                           ,3,29,4,Couchel (Poiares (Santo André)),0,2,0
1,360000,Secondary / secondary special                     ,Married                                           ,3,29,4,Vale de Vaz (Poiares (Santo André)),0,2,0
0,243000,Secondary / secondary special                     ,Married                                           ,2,38,7,Ribas (Poiares (Santo André)),0,13,0
0,243000,Secondary / secondary special                     ,Married                                           ,2,38,7,Risca Silva (Poiares (Santo André)),0,7,0
0,243000,Secondary / secondary special                     ,Married                                           ,2,38,7,Arrifana (Arrifana),0,7,0
0,243000,Secondary / secondary special                     ,Married                                           ,2,38,7,Entroncamento (Poiares (Santo André)),0,7,0
0,94500,Secondary / secondary special                     ,Widow                                             ,1,61,3,Casais (Arrifana),0,57,1
0,94500,Secondary / secondary special                     ,Widow                                             ,1,61,3,Fonte da Telha (Arrifana),2,54,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Outeiro do Crasto (Arrifana),0,5,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Vale Carvalhal (Poiares (Santo André)),0,17,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Cabeço de Celas (Poiares (Santo André)),0,17,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Entroncamento (Poiares (Santo André)),0,5,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Igreja Nova (Lavegadas),0,5,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Paço (Poiares (Santo André)),0,10,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Lixosa (Arrifana),0,4,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Vale de Vaide (Poiares (Santo André)),0,5,1
2,270000,Secondary / secondary special                     ,Civil marriage                                    ,4,35,2,Crasto (Arrifana),0,5,1
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,Carvalho (Arrifana),0,9,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,Avessada (Poiares (Santo André)),0,27,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,Casais (Arrifana),0,10,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,Pinheirais (Poiares (Santo André)),0,27,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,São Miguel de Poiares (São Miguel de Poiares),4,33,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,Crasto (Poiares (Santo André)),0,26,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,Valeiro das Hortas (Poiares (Santo André)),0,32,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,Lombada (São Miguel de Poiares),0,27,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,38,8,Sabouga (Lavegadas),0,27,0
0,337500,Secondary / secondary special                     ,Married                                           ,2,41,4,Lixosa (Arrifana),0,45,0
0,337500,Secondary / secondary special                     ,Married                                           ,2,41,4,Vale da Clara (Poiares (Santo André)),0,42,0
0,337500,Secondary / secondary special                     ,Married                                           ,2,41,4,Vale de Viegas (Poiares (Santo André)),0,13,0
0,337500,Secondary / secondary special                     ,Married                                           ,2,41,4,Catraia das Necessidades (Poiares (Santo André)),0,30,0
0,337500,Secondary / secondary special                     ,Married                                           ,2,41,4,Vendinha (Poiares (Santo André)),0,6,0
0,337500,Secondary / secondary special                     ,Married                                           ,2,41,4,Lixosa (Arrifana),0,44,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,32,3,Sabouga (Lavegadas),0,7,1
0,202500,Secondary / secondary special                     ,Married                                           ,2,32,3,Sobreiro (Arrifana),3,24,1
0,256500,Higher education                                  ,Married                                           ,2,31,8,Valeiro das Hortas (Poiares (Santo André)),0,8,1
0,256500,Higher education                                  ,Married                                           ,2,31,8,Lombada (São Miguel de Poiares),0,8,1
0,256500,Higher education                                  ,Married                                           ,2,31,8,Casa Nova (Poiares (Santo André)),0,39,1
0,256500,Higher education                                  ,Married                                           ,2,31,8,Boiça (São Miguel de Poiares),0,8,1
0,256500,Higher education                                  ,Married                                           ,2,31,8,Moinhos (São Miguel de Poiares),0,8,1
0,256500,Higher education                                  ,Married                                           ,2,31,8,Alveite Grande (São Miguel de Poiares),0,8,1
1,135000,Secondary / secondary special                     ,Married                                           ,3,38,8,Pereiro de Baixo (Poiares (Santo André)),0,28,0
0,126000,Higher education                                  ,Married                                           ,2,50,10,Vale da Clara (Poiares (Santo André)),0,15,1
0,126000,Higher education                                  ,Married                                           ,2,50,10,Terreiros de Além (Arrifana),0,24,1
0,126000,Higher education                                  ,Married                                           ,2,50,10,Lombada (São Miguel de Poiares),0,15,1
0,67500,Secondary / secondary special                     ,Separated                                         ,1,37,3,Vale Carvalhal (Poiares (Santo André)),0,4,0
0,67500,Secondary / secondary special                     ,Separated                                         ,1,37,3,Vila Nova de Poiares (Poiares (Santo André)),0,8,0
0,225000,Secondary / secondary special                     ,Single / not married                              ,1,50,5,Fonte da Telha (Arrifana),1,33,0
1,270000,Incomplete higher                                 ,Married                                           ,3,42,10,Terreiros de Santo António (Arrifana),0,26,0
1,270000,Incomplete higher                                 ,Married                                           ,3,42,10,Louredo (Arrifana),0,26,0
0,121500,Higher education                                  ,Single / not married                              ,1,31,11,Olho Marinho (São Miguel de Poiares),0,11,0
0,121500,Higher education                                  ,Single / not married                              ,1,31,11,Pereiro de Além (Poiares (Santo André)),0,27,0
0,121500,Higher education                                  ,Single / not married                              ,1,31,11,Abraveia (Poiares (Santo André)),0,17,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Valeiro das Hortas (Poiares (Santo André)),1,29,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Sobreiro (Arrifana),1,24,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Couchel (Poiares (Santo André)),1,31,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Póvoa (Poiares (Santo André)),0,29,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Couchel (Poiares (Santo André)),1,21,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Pereiro de Além (Arrifana),1,29,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Ponte de Mucela (Lavegadas),0,6,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Sobreiro (Arrifana),1,24,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Algaça (Poiares (Santo André)),1,28,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Ribeira do Moinho (Poiares (Santo André)),0,29,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,55,1,Ribeira do Moinho (Poiares (Santo André)),1,29,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Risca Silva (Poiares (Santo André)),0,42,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Vila Nova de Poiares (Poiares (Santo André)),0,35,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Casais (Arrifana),0,37,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Valeiro das Hortas (Poiares (Santo André)),0,37,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Carvalho (Arrifana),0,39,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Paço (Poiares (Santo André)),0,46,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Carvalho (Arrifana),0,37,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Louredo (Arrifana),0,33,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Casal do Gago (São Miguel de Poiares),1,29,1
0,157500,Secondary / secondary special                     ,Married                                           ,2,30,6,Terreiros de Santo António (Arrifana),0,36,1
0,135000,Secondary / secondary special                     ,Married                                           ,2,33,1,Carvalho (Arrifana),2,47,1
0,135000,Secondary / secondary special                     ,Married                                           ,2,33,1,Vimieiro (Poiares (Santo André)),0,37,1
0,135000,Secondary / secondary special                     ,Married                                           ,2,33,1,Vale do Gueiro (São Miguel de Poiares),0,17,1
0,135000,Secondary / secondary special                     ,Married                                           ,2,33,1,Cabeço de Celas (Poiares (Santo André)),0,17,1
0,135000,Secondary / secondary special                     ,Married                                           ,2,33,1,Casa Nova (Poiares (Santo André)),0,10,1
2,99000,Secondary / secondary special                     ,Married                                           ,4,46,9,Balteiro (Arrifana),0,11,0
2,99000,Secondary / secondary special                     ,Married                                           ,4,46,9,Algaça (Poiares (Santo André)),0,20,0
2,99000,Secondary / secondary special                     ,Married                                           ,4,46,9,Ribas (Poiares (Santo André)),0,41,0
2,99000,Secondary / secondary special                     ,Married                                           ,4,46,9,Ervideira (Arrifana),0,26,0
2,99000,Secondary / secondary special                     ,Married                                           ,4,46,9,Ribeira do Moinho (Poiares (Santo André)),0,32,0
2,99000,Secondary / secondary special                     ,Married                                           ,4,46,9,São Miguel de Poiares (São Miguel de Poiares),0,39,0
0,292500,Secondary / secondary special                     ,Civil marriage                                    ,2,46,3,Vilar (Arrifana),0,44,1
0,292500,Secondary / secondary special                     ,Civil marriage                                    ,2,46,3,Vale de Vaz (Poiares (Santo André)),0,16,1
2,697500,Higher education                                  ,Separated                                         ,3,39,15,Vale de Vaz (Poiares (Santo André)),0,8,0
2,697500,Higher education                                  ,Separated                                         ,3,39,15,Póvoa da Abraveia (Poiares (Santo André)),0,4,0
0,135000,Secondary / secondary special                     ,Married                                           ,2,51,15,Forcado (Poiares (Santo André)),0,15,0
0,135000,Secondary / secondary special                     ,Married                                           ,2,51,15,Ribeira do Moinho (Poiares (Santo André)),0,15,0
0,135000,Secondary / secondary special                     ,Married                                           ,2,51,15,Mucela (Lavegadas),2,13,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,52,3,Pinheiro (Poiares (Santo André)),0,16,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,52,3,Outeiro do Crasto (Arrifana),0,28,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,52,3,Balteiro (Arrifana),0,16,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,52,3,Ferreira (Poiares (Santo André)),0,2,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,52,3,Forcado (Poiares (Santo André)),0,5,0
0,135000,Secondary / secondary special                     ,Single / not married                              ,1,35,15,Fonte Longa (São Miguel de Poiares),0,19,0
0,135000,Secondary / secondary special                     ,Single / not married                              ,1,35,15,Lixosa (Arrifana),4,24,0
1,112500,Secondary / secondary special                     ,Married                                           ,3,47,1,Fonte da Telha (Arrifana),1,25,0
1,112500,Secondary / secondary special                     ,Married                                           ,3,47,1,Vimieiro (Poiares (Santo André)),0,8,0
1,112500,Secondary / secondary special                     ,Married                                           ,3,47,1,Ribeira do Moinho (Poiares (Santo André)),0,14,0
1,112500,Secondary / secondary special                     ,Married                                           ,3,47,1,Ponte da Pedra (Poiares (Santo André)),1,31,0
0,202500,Secondary / secondary special                     ,Widow                                             ,1,56,15,Pereiro de Além (Poiares (Santo André)),0,48,0
0,202500,Secondary / secondary special                     ,Widow                                             ,1,56,15,Segundeira (Poiares (Santo André)),0,42,0
0,202500,Secondary / secondary special                     ,Widow                                             ,1,56,15,Cabeço de Celas (Poiares (Santo André)),0,26,0
1,675000,Higher education                                  ,Married                                           ,3,44,4,Outeiro do Crasto (Arrifana),0,9,0
1,675000,Higher education                                  ,Married                                           ,3,44,4,Ribeira do Moinho (Poiares (Santo André)),0,9,0
1,675000,Higher education                                  ,Married                                           ,3,44,4,Malpartida (São Miguel de Poiares),0,20,0
1,675000,Higher education                                  ,Married                                           ,3,44,4,São Miguel de Poiares (São Miguel de Poiares),0,9,0
1,675000,Higher education                                  ,Married                                           ,3,44,4,Catraia das Necessidades (Poiares (Santo André)),0,15,0
1,675000,Higher education                                  ,Married                                           ,3,44,4,Ponte da Pedra (Poiares (Santo André)),0,28,0
1,675000,Higher education                                  ,Married                                           ,3,44,4,Terreiros de Santo António (Arrifana),0,33,0
1,675000,Higher education                                  ,Married                                           ,3,44,4,Valeiro das Hortas (Poiares (Santo André)),0,28,0
1,112500,Secondary / secondary special                     ,Married                                           ,3,50,1,Pereiro de Baixo (Arrifana),0,22,0
1,675000,Higher education                                  ,Married                                           ,3,45,13,Algaça (Arrifana),0,54,0
1,675000,Higher education                                  ,Married                                           ,3,45,13,Cabeças (Poiares (Santo André)),0,14,0
1,675000,Higher education                                  ,Married                                           ,3,45,13,Mucela (Lavegadas),0,14,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,3,Pereiro de Além (Poiares (Santo André)),15,40,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,3,Vimieiro (Poiares (Santo André)),0,9,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,3,Vila Nova de Poiares (Poiares (Santo André)),15,20,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,3,Pinheiro (Poiares (Santo André)),0,3,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,3,Risca Silva (Poiares (Santo André)),15,41,0
0,180000,Secondary / secondary special                     ,Single / not married                              ,1,28,7,Pereiro de Além (Arrifana),0,7,0
0,180000,Secondary / secondary special                     ,Single / not married                              ,1,28,7,Lombada (São Miguel de Poiares),0,6,0
0,180000,Secondary / secondary special                     ,Single / not married                              ,1,28,7,Vale Carvalhal (Poiares (Santo André)),0,32,0
0,180000,Secondary / secondary special                     ,Single / not married                              ,1,28,7,Forcado (Poiares (Santo André)),0,42,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,42,7,Pereiro de Baixo (Arrifana),0,10,0
0,225000,Higher education                                  ,Single / not married                              ,1,29,5,Ervideira (Arrifana),1,13,0
0,225000,Higher education                                  ,Separated                                         ,1,36,12,Ventosa (Arrifana),0,28,0
0,225000,Higher education                                  ,Separated                                         ,1,36,12,Louredo (Arrifana),0,44,0
0,225000,Higher education                                  ,Separated                                         ,1,36,12,Terreiros de Além (Arrifana),0,5,0
1,225000,Secondary / secondary special                     ,Married                                           ,3,38,4,Couchel (Poiares (Santo André)),0,11,0
1,225000,Secondary / secondary special                     ,Married                                           ,3,38,4,Vale de Vaz (Poiares (Santo André)),0,11,0
1,225000,Secondary / secondary special                     ,Married                                           ,3,38,4,Casais (Arrifana),0,10,0
1,225000,Secondary / secondary special                     ,Married                                           ,3,38,4,Framilo (Poiares (Santo André)),3,33,0
1,225000,Higher education                                  ,Married                                           ,3,35,7,Vimieiro (Poiares (Santo André)),0,11,0
1,225000,Higher education                                  ,Married                                           ,3,35,7,Couchel (Poiares (Santo André)),0,37,0
1,225000,Higher education                                  ,Married                                           ,3,35,7,Pereiro de Além (Poiares (Santo André)),0,11,0
1,225000,Higher education                                  ,Married                                           ,3,35,7,Framilo (Poiares (Santo André)),0,11,0
1,225000,Higher education                                  ,Married                                           ,3,35,7,Terreiros de Santo António (Arrifana),0,36,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Entroncamento (Poiares (Santo André)),0,14,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Moinhos (São Miguel de Poiares),0,13,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Olho Marinho (São Miguel de Poiares),0,24,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Cabeço de Celas (São Miguel de Poiares),0,13,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Vimieiro (Poiares (Santo André)),0,14,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Abraveia (Poiares (Santo André)),1,26,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Valeiro das Hortas (Poiares (Santo André)),0,13,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Ponte de Mucela (Lavegadas),0,16,0
0,310500,Higher education                                  ,Single / not married                              ,1,28,2,Pereiro de Além (Arrifana),0,14,0
2,112500,Higher education                                  ,Civil marriage                                    ,4,30,1,Venda (Poiares (Santo André)),1,38,0
2,112500,Higher education                                  ,Civil marriage                                    ,4,30,1,Framilo (Poiares (Santo André)),0,6,0
1,225000,Higher education                                  ,Civil marriage                                    ,3,30,7,Lixosa (Arrifana),1,34,0
1,225000,Higher education                                  ,Civil marriage                                    ,3,30,7,Vale de Vaide (Poiares (Santo André)),0,44,0
1,67500,Higher education                                  ,Married                                           ,3,35,5,Vilar (Arrifana),0,29,0
1,67500,Higher education                                  ,Married                                           ,3,35,5,Barreiro (Lavegadas),0,7,0
1,67500,Higher education                                  ,Married                                           ,3,35,5,Pinheiro (Poiares (Santo André)),0,9,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,51,19,Vale de Afonso (Poiares (Santo André)),0,36,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,51,19,Vilar (Arrifana),0,49,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,51,19,Vendinha (Poiares (Santo André)),0,49,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,51,19,Pereiro de Além (Arrifana),0,36,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,51,19,Ribeira do Moinho (Poiares (Santo André)),0,6,0
0,135000,Secondary / secondary special                     ,Single / not married                              ,1,53,3,Cabeço de Celas (São Miguel de Poiares),0,10,0
0,135000,Incomplete higher                                 ,Single / not married                              ,1,32,6,Malpartida (São Miguel de Poiares),1,32,0
0,135000,Incomplete higher                                 ,Single / not married                              ,1,32,6,Louredo (Arrifana),1,33,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,40,13,Pinheirais (Poiares (Santo André)),0,54,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,40,13,Catraia das Necessidades (Poiares (Santo André)),0,56,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,40,13,Pinheiro (Poiares (Santo André)),0,25,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,40,13,Vila Nova de Poiares (Poiares (Santo André)),0,47,0
1,270000,Secondary / secondary special                     ,Married                                           ,3,40,13,Abraveia (Poiares (Santo André)),0,54,0
1,157500,Secondary / secondary special                     ,Married                                           ,3,43,2,Alveite Pequeno (São Miguel de Poiares),0,57,0
1,180000,Higher education                                  ,Married                                           ,3,33,1,Sobreiro (Arrifana),0,5,1
1,180000,Higher education                                  ,Married                                           ,3,33,1,Venda Nova (São Miguel de Poiares),0,8,1
1,180000,Higher education                                  ,Married                                           ,3,33,1,Fonte Longa (São Miguel de Poiares),0,9,1
1,180000,Higher education                                  ,Married                                           ,3,33,1,Algaça (Arrifana),0,12,1
1,180000,Higher education                                  ,Married                                           ,3,33,1,Ervideira (Arrifana),0,12,1
1,180000,Higher education                                  ,Married                                           ,3,33,1,Fonte Longa (São Miguel de Poiares),0,6,1
0,90000,Higher education                                  ,Single / not married                              ,1,42,4,Cabeças (Poiares (Santo André)),0,37,1
0,90000,Higher education                                  ,Single / not married                              ,1,42,4,Vale da Clara (Poiares (Santo André)),0,7,1
0,90000,Higher education                                  ,Single / not married                              ,1,42,4,Igreja Nova (Lavegadas),0,15,1
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Alveite Grande (São Miguel de Poiares),0,3,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Paço (Poiares (Santo André)),0,3,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Algaça (Arrifana),0,3,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Abraveia (Poiares (Santo André)),0,4,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Póvoa (Poiares (Santo André)),0,4,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Vale do Gueiro (São Miguel de Poiares),14,27,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,São Miguel de Poiares (São Miguel de Poiares),0,2,0
0,270000,Secondary / secondary special                     ,Single / not married                              ,2,47,1,Pereiro de Baixo (Poiares (Santo André)),14,21,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Segundeira (Poiares (Santo André)),0,3,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Ervideira (Arrifana),0,3,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Vale de Viegas (Poiares (Santo André)),0,3,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Ribeira do Moinho (Poiares (Santo André)),0,2,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Igreja Nova (Lavegadas),1,13,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Casal do Gago (São Miguel de Poiares),0,2,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Sobreiro (Arrifana),0,2,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Lixosa (Arrifana),0,3,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Vale Carvalhal (Poiares (Santo André)),0,26,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,1,Ervideira (Arrifana),0,33,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Framilo (Poiares (Santo André)),0,30,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Venda (Poiares (Santo André)),0,44,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Pinheiro (Poiares (Santo André)),0,19,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Terreiros de Além (Arrifana),0,12,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Terreiros de Além (Arrifana),0,12,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Entroncamento (Poiares (Santo André)),0,30,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Cabeço de Celas (São Miguel de Poiares),0,12,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Moinhos (São Miguel de Poiares),0,42,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Sobreiro (Arrifana),0,30,0
0,90000,Higher education                                  ,Married                                           ,2,49,11,Pinheiro (Poiares (Santo André)),0,44,0
0,112500,Secondary / secondary special                     ,Civil marriage                                    ,2,41,5,Algaça (Arrifana),0,12,0
0,315000,Secondary / secondary special                     ,Civil marriage                                    ,2,39,6,Casa Nova (Poiares (Santo André)),1,7,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,55,19,Framilo (Poiares (Santo André)),0,24,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,55,19,Bogalhal (Poiares (Santo André)),1,51,0
2,67500,Incomplete higher                                 ,Married                                           ,4,37,1,Cabeças (Poiares (Santo André)),0,3,0
2,67500,Incomplete higher                                 ,Married                                           ,4,37,1,Lombada (São Miguel de Poiares),0,20,0
2,67500,Incomplete higher                                 ,Married                                           ,4,37,1,Couchel (Poiares (Santo André)),0,9,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,55,19,Barreiro (Lavegadas),0,9,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,55,19,Cabeças (Poiares (Santo André)),1,37,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,55,19,Sobreiro (Arrifana),0,8,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,55,19,Entroncamento (Poiares (Santo André)),2,12,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,51,21,Pereiro de Baixo (Poiares (Santo André)),0,21,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,51,21,Vendinha (Poiares (Santo André)),0,39,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,51,21,Ferreira (Poiares (Santo André)),0,43,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,51,21,Crasto (Poiares (Santo André)),0,56,0
0,247500,Higher education                                  ,Married                                           ,2,61,2,Moura Morta (Lavegadas),0,22,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Couchel (Poiares (Santo André)),2,5,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Pereiro de Além (Poiares (Santo André)),0,32,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Framilo (Poiares (Santo André)),0,16,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Venda Nova (São Miguel de Poiares),0,12,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Vale de Vaz (Poiares (Santo André)),8,13,1
0,247500,Higher education                                  ,Married                                           ,2,61,2,Vale do Gueiro (São Miguel de Poiares),0,8,1
